Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Skin_Type,Gender_Target,Country_of_Origin
Super Lipstick,Patrick Ta,Primer,Weekly,125.17,1.8,7663,Combination,Female,Germany
Perfect BB Cream,Rare Beauty,Setting Spray,Monthly,56.01,3.4,8670,Dry,Female,Japan
Divine Cleanser,Bourjois,Highlighter,Occasional,146.15,1.1,795,Sensitive,Female,Italy
Divine Eye Shadow,Juvia’s Place,Face Mask,Weekly,84.63,2.8,4094,Sensitive,Female,Australia
Divine Cleanser,Charlotte Tilbury,Face Oil,Occasional,33.42,4.8,9917,Sensitive,Male,USA
Divine Cleanser,Too Faced,Contour,Monthly,88.81,5,116,Normal,Unisex,France
Super BB Cream,Juvia’s Place,BB Cream,Weekly,56.43,3.2,1097,Oily,Unisex,UK
Ultra Blush,Bite Beauty,Face Oil,Monthly,96.22,2.5,5587,Dry,Male,USA
Divine Lip Gloss,Milk Makeup,Moisturizer,Occasional,83.41,4.2,2968,Combination,Unisex,France
Super Exfoliator,Fenty Beauty,Exfoliator,Weekly,100.94,2.5,6090,Combination,Male,UK
Perfect Eyeliner,Kylie Cosmetics,Makeup Remover,Monthly,116.1,1.6,8626,Sensitive,Male,UK
Ultra Makeup Remover,Perricone MD,Moisturizer,Occasional,135.32,4.7,8331,Normal,Male,UK
Perfect Makeup Remover,Anastasia Beverly Hills,Concealer,Occasional,11.54,1.6,973,Oily,Female,France
Super Makeup Remover,Make Up For Ever,Bronzer,Monthly,84.89,4.9,3449,Dry,Male,South Korea
Ultra Lip Gloss,Charlotte Tilbury,Face Oil,Daily,102.31,4.9,3784,Combination,Female,Australia
Super Serum,Tatcha,Mascara,Occasional,59.36,4.6,3421,Combination,Female,France
Divine Moisturizer,Ilia Beauty,CC Cream,Weekly,104.06,2.2,3085,Dry,Female,Germany
Divine Serum,Kylie Cosmetics,Lip Liner,Daily,143.48,3.8,8015,Sensitive,Female,France
Super Cleanser,Urban Decay,Exfoliator,Occasional,107.34,1.7,9901,Normal,Unisex,South Korea
Divine Contour,Bite Beauty,Face Mask,Monthly,64.08,4,6931,Combination,Unisex,Italy
Magic Contour,Too Faced,BB Cream,Daily,142.89,2.3,4329,Dry,Female,USA
Magic CC Cream,Bobby Brown,Face Mask,Occasional,135.69,1.9,9951,Combination,Male,Italy
Magic Foundation,Rare Beauty,Bronzer,Daily,92.72,4.9,3205,Combination,Male,Germany
Perfect Eye Shadow,Natasha Denona,Primer,Occasional,38.29,3.6,1829,Combination,Male,USA
Perfect Primer,Ilia Beauty,Bronzer,Daily,32.45,4.9,5552,Combination,Female,South Korea
Ultra Face Oil,Hourglass,Contour,Weekly,63.03,4.8,1193,Sensitive,Female,Australia
Magic Exfoliator,Anastasia Beverly Hills,Serum,Weekly,10.34,4.9,975,Oily,Unisex,USA
Divine Cleanser,Milk Makeup,Cleanser,Weekly,50,2.2,1569,Combination,Unisex,France
Perfect Eye Shadow,Kylie Cosmetics,Makeup Remover,Weekly,147.25,3.1,8887,Dry,Female,USA
Super Exfoliator,Laura Mercier,Makeup Remover,Weekly,99.77,2.4,8130,Combination,Unisex,Italy
Super Eye Shadow,Fenty Beauty,CC Cream,Monthly,62.12,2.4,1283,Dry,Unisex,USA
Magic Cleanser,KVD Beauty,Primer,Monthly,147.2,4,6570,Oily,Unisex,Germany
Magic BB Cream,Kiehl’s,Lip Gloss,Daily,42.84,3.9,6259,Dry,Male,Japan
Magic Lip Liner,Laura Mercier,Lip Gloss,Weekly,21.93,3.5,5554,Normal,Unisex,Italy
Divine Contour,Bourjois,Concealer,Monthly,24.37,1.3,164,Combination,Male,Italy
Super Mascara,Becca,Contour,Occasional,127.24,4.6,9569,Oily,Unisex,Japan
Magic Bronzer,Charlotte Tilbury,Concealer,Occasional,78.86,3.9,1069,Normal,Male,Japan
Ultra BB Cream,Urban Decay,Face Oil,Weekly,62.57,5,5882,Combination,Male,Australia
Magic Lip Liner,Kiehl’s,Setting Spray,Monthly,52.92,3.2,1137,Combination,Male,Italy
Divine Serum,Clinique,Eye Shadow,Weekly,64.79,2.6,796,Dry,Female,USA
Divine Exfoliator,Hourglass,Contour,Weekly,23.12,4.4,3970,Normal,Female,Japan
Divine Eye Shadow,E.l.f.,Face Mask,Monthly,45.81,2.8,7354,Sensitive,Female,Japan
Super Blush,Morphe,Bronzer,Occasional,109.61,3,3652,Sensitive,Female,Germany
Divine Exfoliator,Too Faced,Cleanser,Weekly,42.7,2.8,3768,Dry,Unisex,USA
Divine Face Oil,Urban Decay,Setting Spray,Monthly,135.57,3.2,9270,Oily,Male,USA
Ultra Cleanser,Anastasia Beverly Hills,Contour,Weekly,12.25,3.2,4347,Normal,Male,UK
Ultra Exfoliator,Charlotte Tilbury,Highlighter,Daily,25.46,4.8,2863,Combination,Unisex,UK
Divine Highlighter,ColourPop,Blush,Monthly,92.56,4.9,8628,Sensitive,Unisex,USA
Perfect Lip Liner,Huda Beauty,Mascara,Weekly,77.3,5,6813,Dry,Male,Italy
Super Cleanser,Bobby Brown,Lipstick,Daily,67.71,2.4,823,Sensitive,Female,Australia
Super Blush,Bourjois,Lip Liner,Daily,112.05,2.1,7903,Sensitive,Unisex,Japan
Divine Face Oil,Natasha Denona,Powder,Daily,77.91,2.3,324,Normal,Unisex,UK
Divine Blush,Danessa Myricks,Setting Spray,Monthly,57.95,3.5,4327,Dry,Female,France
Ultra Foundation,Glossier,Face Oil,Daily,137.45,2.7,4521,Normal,Male,Italy
Super Primer,Tarte,BB Cream,Daily,59.44,3.3,4003,Dry,Male,Australia
Perfect Powder,Shiseido,Powder,Weekly,120.8,2.4,1822,Dry,Unisex,France
Ultra Primer,Hourglass,Powder,Daily,119.52,2.5,8971,Sensitive,Male,Italy
Ultra Concealer,Farsali,Foundation,Monthly,25.62,1,4682,Normal,Female,Australia
Perfect BB Cream,Sisley,Lipstick,Occasional,116.46,2.9,4650,Normal,Unisex,France
Magic Foundation,Juvia’s Place,Exfoliator,Occasional,124.8,3,9166,Sensitive,Unisex,Japan
Magic Powder,Morphe,Lip Liner,Monthly,115.09,2.8,9540,Dry,Male,Germany
Magic Eyeliner,Perricone MD,Setting Spray,Weekly,40.11,3.5,213,Oily,Unisex,Italy
Divine Contour,E.l.f.,Lip Liner,Occasional,26.3,1.3,5248,Dry,Female,Germany
Divine Cleanser,Becca,Foundation,Monthly,50.96,4.5,455,Oily,Male,Australia
Super Lip Liner,Charlotte Tilbury,Eyeliner,Weekly,131.12,3.6,8022,Normal,Male,Italy
Perfect Eye Shadow,Yves Saint Laurent,Serum,Monthly,76.92,4,5390,Sensitive,Female,Italy
Perfect Cleanser,RMS Beauty,BB Cream,Monthly,49.6,3.2,7930,Combination,Male,Italy
Super Face Oil,Ilia Beauty,Lipstick,Weekly,63.19,1.1,4415,Combination,Unisex,USA
Divine Lip Gloss,Bobby Brown,Makeup Remover,Weekly,107.33,2.6,5578,Sensitive,Female,Australia
Divine Face Mask,Kiehl’s,Powder,Weekly,142.1,3.8,1295,Combination,Female,USA
Magic Powder,Charlotte Tilbury,Face Mask,Monthly,95.15,1,6712,Oily,Female,South Korea
Ultra Lipstick,Becca,Face Mask,Occasional,132.28,4.7,1306,Dry,Male,South Korea
Super Serum,IT Cosmetics,Setting Spray,Weekly,114.59,3.8,9456,Dry,Unisex,USA
Ultra Face Oil,Tarte,Powder,Monthly,12.76,1.5,1521,Sensitive,Unisex,Japan
Divine Blush,Rare Beauty,Blush,Occasional,116.43,3.9,353,Combination,Unisex,South Korea
Magic Lip Gloss,Huda Beauty,Eyeliner,Occasional,91.17,1.3,1530,Oily,Female,UK
Super Blush,KVD Beauty,Face Mask,Weekly,99.04,1.9,1719,Sensitive,Male,South Korea
Ultra BB Cream,Laura Mercier,Highlighter,Monthly,82.55,2.6,7569,Combination,Male,USA
Perfect Concealer,Perricone MD,Mascara,Monthly,12.3,1.7,9551,Sensitive,Unisex,France
Divine Setting Spray,Morphe,BB Cream,Occasional,135.22,4.7,6419,Normal,Unisex,Japan
Super Lip Liner,Clinique,Cleanser,Monthly,61.99,4.9,8096,Oily,Male,UK
Perfect Foundation,KVD Beauty,Lip Liner,Daily,97.53,2,2916,Normal,Male,USA
Ultra Setting Spray,Rare Beauty,Highlighter,Weekly,132.84,2,5271,Combination,Female,France
Divine Primer,Sisley,Eye Shadow,Monthly,55.14,1.7,4079,Oily,Unisex,France
Divine Concealer,Danessa Myricks,Contour,Weekly,78.22,4.9,9978,Dry,Male,UK
Super Face Mask,Juvia’s Place,Foundation,Monthly,136.08,3.1,3527,Dry,Unisex,Germany
Super Cleanser,RMS Beauty,Blush,Monthly,116.24,2,2702,Oily,Unisex,Australia
Divine CC Cream,Laura Mercier,Mascara,Monthly,17.02,3.4,5218,Oily,Male,USA
Super Mascara,Yves Saint Laurent,Highlighter,Weekly,119.58,3.8,5978,Combination,Female,Japan
Magic Face Oil,Sisley,Lip Liner,Weekly,125.72,1.7,860,Sensitive,Unisex,Italy
Perfect Bronzer,Morphe,Lip Liner,Weekly,45.78,2.8,8159,Sensitive,Unisex,UK
Magic Face Mask,Becca,Serum,Occasional,19.34,5,7824,Combination,Female,South Korea
Divine Lip Liner,Tatcha,CC Cream,Weekly,73.06,4.5,9949,Oily,Male,Japan
Divine Bronzer,Huda Beauty,Makeup Remover,Monthly,52.57,1.5,7524,Dry,Female,Japan
Ultra Lip Gloss,RMS Beauty,Bronzer,Occasional,25.52,2.3,212,Combination,Unisex,Japan
Divine Face Mask,Laura Mercier,Face Mask,Daily,121.88,4.3,3028,Dry,Male,Australia
Super Concealer,Yves Saint Laurent,BB Cream,Monthly,131.33,1.1,2136,Combination,Unisex,Australia
Super Mascara,Bite Beauty,Eye Shadow,Weekly,115.26,1.6,9065,Normal,Male,Italy
Divine Eye Shadow,Patrick Ta,Blush,Daily,31.28,1.5,8230,Sensitive,Unisex,Japan
Ultra CC Cream,Sisley,Lip Liner,Daily,123.89,3,8284,Dry,Female,France
Super Bronzer,Bite Beauty,Lip Gloss,Weekly,146.82,1.7,9026,Oily,Female,UK
Magic Bronzer,Bite Beauty,Lip Liner,Weekly,93.47,3.4,2652,Oily,Male,South Korea
Ultra Serum,Patrick Ta,Eyeliner,Weekly,28.41,1.9,4928,Combination,Unisex,Germany
Magic Foundation,Becca,Exfoliator,Monthly,146.17,3.8,4236,Dry,Female,Japan
Magic Powder,Patrick Ta,Serum,Daily,83.64,3.6,8029,Dry,Female,France
Perfect Foundation,Huda Beauty,Foundation,Weekly,69.73,2.5,9475,Sensitive,Male,Italy
Perfect Highlighter,Glossier,Foundation,Daily,147.47,4.3,7719,Oily,Female,Japan
Ultra Lip Liner,NARS,Face Oil,Monthly,143.73,2.7,7621,Combination,Unisex,South Korea
Super Foundation,Natasha Denona,Bronzer,Daily,72.51,1.8,3982,Normal,Male,UK
Perfect Primer,Bite Beauty,CC Cream,Monthly,72.21,4.3,8771,Sensitive,Unisex,Australia
Super Makeup Remover,Make Up For Ever,Eye Shadow,Monthly,19.09,2.4,6370,Combination,Unisex,South Korea
Magic BB Cream,Kylie Cosmetics,Primer,Daily,11.88,3.9,8378,Oily,Male,UK
Perfect Serum,Yves Saint Laurent,Lip Gloss,Weekly,43.48,2.9,7673,Dry,Unisex,Italy
Super Foundation,Kiehl’s,Serum,Daily,94.35,2.3,8523,Sensitive,Male,South Korea
Super Concealer,E.l.f.,Mascara,Weekly,132.41,2,7269,Oily,Male,France
Divine Makeup Remover,Morphe,Moisturizer,Weekly,83.31,4.6,2717,Normal,Male,France
Divine Eye Shadow,Milk Makeup,Makeup Remover,Monthly,61.98,2,4168,Dry,Male,Japan
Divine Setting Spray,Make Up For Ever,Lip Gloss,Weekly,101.85,2.5,7876,Dry,Male,France
Magic Foundation,Bite Beauty,Serum,Daily,123.84,2.5,1500,Normal,Unisex,Japan
Divine Contour,E.l.f.,Blush,Monthly,28.8,4.7,6051,Dry,Unisex,France
Magic BB Cream,Anastasia Beverly Hills,Eyeliner,Weekly,142.9,4.9,6521,Dry,Unisex,USA
Magic Foundation,Juvia’s Place,Highlighter,Weekly,13.15,2.8,9587,Sensitive,Unisex,Australia
Divine Face Oil,Shiseido,CC Cream,Occasional,97.05,2.8,4632,Oily,Male,USA
Magic Exfoliator,Huda Beauty,Serum,Weekly,129.05,2.1,3830,Combination,Male,Italy
Ultra Face Mask,Drunk Elephant,Setting Spray,Occasional,10.1,2.7,9774,Normal,Unisex,France
Super Concealer,Urban Decay,Lip Gloss,Monthly,74.77,2.3,9929,Oily,Male,USA
Ultra BB Cream,Bourjois,Eyeliner,Weekly,62.13,1.2,5642,Dry,Female,UK
Perfect CC Cream,NARS,Powder,Monthly,63.91,4.6,5480,Sensitive,Male,USA
Magic Highlighter,Patrick Ta,Mascara,Weekly,73.49,1.9,1845,Dry,Unisex,France
Magic Eyeliner,Shiseido,Serum,Weekly,21.81,2.9,7078,Sensitive,Unisex,France
Super Powder,Hourglass,Eye Shadow,Monthly,96.97,3,1089,Sensitive,Unisex,South Korea
Divine Primer,NARS,Serum,Occasional,92.4,2.7,3714,Sensitive,Female,Germany
Divine Eye Shadow,Hourglass,Eye Shadow,Occasional,135.03,1.8,4260,Normal,Male,Germany
Super Eyeliner,Bourjois,Face Mask,Daily,38.93,3,6203,Combination,Male,UK
Magic Serum,Fenty Beauty,Concealer,Daily,127.14,3.9,4689,Dry,Unisex,Japan
Perfect Cleanser,E.l.f.,Lip Liner,Daily,52.88,4.5,313,Normal,Male,Japan
Magic Concealer,Tarte,Primer,Monthly,132.81,4,5049,Combination,Male,Japan
Perfect Makeup Remover,Too Faced,Eyeliner,Occasional,134.93,2.8,9192,Dry,Female,Australia
Super BB Cream,Patrick Ta,Concealer,Daily,117.81,1.3,3859,Normal,Female,Italy
Super Lip Gloss,Charlotte Tilbury,Powder,Monthly,99.1,3.9,5745,Combination,Unisex,Germany
Magic Blush,Shiseido,Eyeliner,Daily,61.05,3.1,9044,Dry,Female,Italy
Magic Contour,Make Up For Ever,CC Cream,Weekly,77.8,3.6,8431,Dry,Female,Italy
Divine Mascara,Kiehl’s,Concealer,Occasional,57.53,3.4,893,Dry,Male,Australia
Super Primer,Milk Makeup,Mascara,Monthly,98.18,2.5,7951,Sensitive,Male,Italy
Divine Makeup Remover,Pat McGrath Labs,Setting Spray,Daily,125.8,1.9,9837,Dry,Male,France
Ultra Bronzer,NARS,Lipstick,Occasional,96.34,4.6,1823,Dry,Female,Australia
Ultra CC Cream,Danessa Myricks,Mascara,Monthly,82.03,1,5281,Sensitive,Male,Japan
Divine Bronzer,Shiseido,Lipstick,Monthly,117.17,2.4,5371,Sensitive,Male,Australia
Divine Concealer,Drunk Elephant,Lip Liner,Monthly,46.43,1.3,5475,Oily,Male,France
Divine Lip Liner,IT Cosmetics,CC Cream,Weekly,138.67,4.5,1871,Dry,Female,South Korea
Magic CC Cream,Bite Beauty,Face Mask,Occasional,118.35,1.7,6165,Oily,Unisex,Australia
Magic Contour,Kiehl’s,Setting Spray,Occasional,145.92,3.2,9439,Normal,Male,Japan
Divine Primer,Bourjois,Face Mask,Weekly,119.54,2.7,473,Dry,Male,Australia
Perfect Face Mask,Make Up For Ever,BB Cream,Weekly,21.05,4.1,9084,Normal,Female,Italy
Super Lipstick,Tatcha,CC Cream,Monthly,146.91,3.6,7091,Normal,Unisex,UK
Divine Lip Gloss,Ilia Beauty,Exfoliator,Monthly,111.74,4.4,8204,Sensitive,Unisex,Italy
Super Setting Spray,Yves Saint Laurent,Makeup Remover,Weekly,15.95,4.8,7728,Combination,Unisex,Germany
Magic Primer,Perricone MD,Moisturizer,Weekly,148.92,3.9,8602,Sensitive,Male,Japan
Super Lipstick,Clinique,Mascara,Weekly,86.37,3.8,1913,Normal,Female,Italy
Divine Lip Liner,Too Faced,Face Mask,Monthly,48.95,2.3,717,Sensitive,Female,USA
Magic Contour,Bobby Brown,Blush,Monthly,59.44,1.2,7757,Normal,Male,Germany
Magic Moisturizer,RMS Beauty,Primer,Occasional,136.68,4.2,2112,Dry,Unisex,USA
Magic Primer,RMS Beauty,Eyeliner,Daily,101.4,1.3,2585,Normal,Unisex,Germany
Ultra Exfoliator,Tatcha,Contour,Monthly,62.99,1.8,5303,Dry,Female,USA
Ultra Blush,Bobby Brown,Foundation,Occasional,72.83,2,7290,Dry,Unisex,Germany
Magic Exfoliator,Tatcha,Face Oil,Weekly,136.33,3.4,8187,Dry,Male,South Korea
Divine Highlighter,Huda Beauty,Primer,Weekly,21.56,1.5,3324,Normal,Unisex,South Korea
Perfect Moisturizer,Rare Beauty,Foundation,Weekly,117.05,3.2,3507,Normal,Unisex,Italy
Super Cleanser,KVD Beauty,Contour,Daily,69.25,3.9,2211,Sensitive,Female,Japan
Divine Bronzer,Anastasia Beverly Hills,Highlighter,Weekly,146.62,1.4,8144,Normal,Unisex,Germany
Perfect Blush,Fenty Beauty,Exfoliator,Weekly,25.28,1.7,7509,Dry,Female,Italy
Perfect Foundation,Yves Saint Laurent,BB Cream,Daily,50.41,2.8,635,Oily,Male,UK
Ultra Lip Gloss,Too Faced,CC Cream,Occasional,22.39,4,2049,Dry,Unisex,Germany
Magic Foundation,Tarte,Eye Shadow,Weekly,134.24,1.7,4744,Oily,Unisex,Australia
Ultra Highlighter,E.l.f.,Setting Spray,Occasional,106.27,4.5,3882,Oily,Male,South Korea
Divine Eye Shadow,Tatcha,Powder,Occasional,73.26,1.2,678,Normal,Unisex,UK
Super Lipstick,Becca,Makeup Remover,Occasional,73.74,2,2739,Oily,Unisex,Australia
Divine Setting Spray,Glossier,Lip Liner,Daily,20.67,4,5480,Combination,Unisex,Australia
Magic Setting Spray,Urban Decay,Exfoliator,Occasional,67.92,1.3,7503,Sensitive,Female,Japan
Ultra Contour,Tarte,Mascara,Occasional,120.02,1.2,8423,Sensitive,Unisex,UK
Divine Blush,Drunk Elephant,Serum,Occasional,52.09,2.2,8171,Oily,Male,South Korea
Super Foundation,Rare Beauty,CC Cream,Monthly,23.37,4.9,6010,Normal,Male,Japan
Super Highlighter,IT Cosmetics,Setting Spray,Monthly,50.49,1.6,5941,Dry,Male,Germany
Perfect Moisturizer,Milk Makeup,Cleanser,Monthly,33.37,2.5,3548,Normal,Male,Italy
Ultra Face Oil,Bourjois,Eyeliner,Weekly,147.93,4.7,4762,Normal,Male,Italy
Super Eyeliner,ColourPop,Serum,Occasional,15.09,4,5405,Oily,Female,UK
Ultra Lip Liner,Drunk Elephant,Mascara,Occasional,101.29,1.2,6663,Sensitive,Male,UK
Divine Contour,Urban Decay,Foundation,Occasional,100.08,5,5773,Dry,Unisex,Germany
Divine Concealer,Yves Saint Laurent,Serum,Daily,125.72,1.3,6198,Combination,Male,Germany
Magic Primer,Juvia’s Place,BB Cream,Monthly,101.9,2.7,8289,Normal,Male,Italy
Perfect Lipstick,NARS,Mascara,Monthly,54.7,1.2,4671,Oily,Unisex,Japan
Divine CC Cream,Yves Saint Laurent,Highlighter,Occasional,122.55,3,8452,Oily,Female,Australia
Divine Face Oil,Huda Beauty,Foundation,Monthly,67.91,4.8,999,Normal,Male,Japan
Magic Eyeliner,Anastasia Beverly Hills,Moisturizer,Monthly,41.86,1.9,2372,Dry,Male,UK
Super Highlighter,Becca,Moisturizer,Daily,144.35,4.4,7886,Normal,Unisex,Italy
Perfect Eyeliner,NARS,BB Cream,Occasional,13.82,1.5,8268,Normal,Unisex,France
Magic Foundation,Fenty Beauty,Face Mask,Weekly,102.88,3.8,7363,Dry,Female,USA
Perfect Face Mask,Yves Saint Laurent,Blush,Weekly,70.53,2.1,6434,Oily,Female,Japan
Perfect Moisturizer,Danessa Myricks,Powder,Monthly,12.89,1.9,4839,Oily,Male,Australia
Divine Mascara,IT Cosmetics,Blush,Daily,61.31,1.3,9237,Sensitive,Unisex,France
Magic Lip Gloss,E.l.f.,Face Oil,Daily,102.82,4.3,3075,Dry,Female,France
Perfect Cleanser,Shiseido,Face Oil,Weekly,141.93,1.1,3472,Dry,Female,Italy
Magic Cleanser,Natasha Denona,Powder,Monthly,45.85,3,6597,Sensitive,Male,Italy
Divine Powder,Tarte,Blush,Daily,113.8,2.3,5932,Normal,Male,USA
Magic Primer,ColourPop,Foundation,Occasional,41.53,4.8,1044,Normal,Unisex,France
Magic Face Oil,Kiehl’s,Lip Liner,Monthly,121.06,2.3,9221,Oily,Unisex,Australia
Magic Mascara,Natasha Denona,Foundation,Occasional,20.94,1.2,4337,Sensitive,Unisex,Germany
Magic Exfoliator,Yves Saint Laurent,Moisturizer,Occasional,104.81,4.6,5025,Normal,Female,USA
Perfect Moisturizer,Natasha Denona,Lipstick,Daily,34.79,4.3,5556,Normal,Female,USA
Perfect Primer,Kiehl’s,Cleanser,Weekly,60.92,1.4,5136,Combination,Female,Australia
Magic Face Mask,NARS,Bronzer,Monthly,121.5,4.2,6180,Normal,Female,France
Super Blush,Patrick Ta,Eyeliner,Monthly,79.98,4.2,7926,Normal,Unisex,France
Super Foundation,Fenty Beauty,Powder,Weekly,129.28,4.3,2626,Dry,Female,Japan
Ultra Contour,Patrick Ta,Powder,Monthly,76.58,3.9,9074,Combination,Unisex,South Korea
Super Blush,Urban Decay,Highlighter,Monthly,63.94,1.9,3166,Oily,Unisex,France
Magic Powder,E.l.f.,Lip Liner,Daily,143.76,2.1,8808,Sensitive,Female,Australia
Super Cleanser,Morphe,Lipstick,Daily,120.1,4.2,7649,Dry,Female,Japan
Divine Setting Spray,Glossier,Face Mask,Daily,110.19,2.9,5483,Normal,Male,USA
Magic Setting Spray,Laura Mercier,Makeup Remover,Weekly,136.95,3.8,469,Combination,Female,UK
Ultra Exfoliator,Milk Makeup,Lipstick,Weekly,68.18,4.7,861,Normal,Unisex,France
Perfect Contour,Glossier,Moisturizer,Occasional,142.31,1.7,1519,Dry,Unisex,Australia
Super Powder,Too Faced,BB Cream,Weekly,113.53,3.3,9059,Oily,Male,Italy
Ultra Blush,Rare Beauty,Makeup Remover,Monthly,126.07,4.2,5585,Dry,Male,USA
Divine Foundation,NARS,Highlighter,Daily,71.93,1.7,1797,Oily,Male,Australia
Magic Eyeliner,Kylie Cosmetics,Bronzer,Monthly,53.87,1.8,3076,Dry,Unisex,Japan
Ultra CC Cream,Tatcha,Setting Spray,Weekly,105.86,3.8,7886,Sensitive,Female,Australia
Super BB Cream,Anastasia Beverly Hills,Cleanser,Occasional,73.67,2.4,7274,Combination,Unisex,USA
Divine Bronzer,Bourjois,Eye Shadow,Weekly,70.52,2.9,8145,Dry,Unisex,USA
Perfect Concealer,Farsali,Primer,Monthly,130,3.6,6979,Combination,Female,Italy
Ultra Exfoliator,IT Cosmetics,Eye Shadow,Monthly,63.36,1.8,6076,Oily,Female,Italy
Super Primer,Clinique,Lipstick,Monthly,44.5,3.1,7247,Dry,Unisex,Japan
Super Makeup Remover,Too Faced,Lip Gloss,Occasional,49.82,4.5,176,Normal,Male,UK
Divine Contour,Hourglass,Contour,Monthly,62.55,4.4,646,Sensitive,Unisex,Australia
Super Setting Spray,Ilia Beauty,Eye Shadow,Weekly,139.33,1.8,7802,Normal,Male,Australia
Super Makeup Remover,IT Cosmetics,Primer,Occasional,49.65,4.6,1272,Dry,Male,USA
Magic Mascara,IT Cosmetics,Eyeliner,Daily,148.89,4.3,662,Normal,Male,Australia
Perfect Makeup Remover,Morphe,Setting Spray,Occasional,14.18,2.7,3372,Normal,Male,USA
Perfect Blush,Patrick Ta,Concealer,Daily,32.09,1,2423,Sensitive,Male,Japan
Perfect Contour,Perricone MD,Cleanser,Daily,115.4,2.9,4210,Normal,Female,France
Super Serum,Glossier,Moisturizer,Occasional,32.15,4.9,9898,Normal,Female,Australia
Divine CC Cream,Becca,Concealer,Occasional,126.97,4.9,9596,Dry,Unisex,France
Super Moisturizer,Clinique,Concealer,Monthly,135.27,4.1,7161,Dry,Female,South Korea
Ultra Lip Gloss,Yves Saint Laurent,Mascara,Daily,34.43,3.3,1843,Sensitive,Male,Italy
Ultra Contour,Shiseido,Blush,Daily,24.88,3.7,3999,Oily,Female,USA
Ultra Eyeliner,Laura Mercier,Contour,Monthly,121.56,2.2,8254,Combination,Unisex,UK
Ultra Bronzer,Tatcha,Moisturizer,Daily,92.67,4.9,2270,Oily,Male,UK
Perfect Serum,Fenty Beauty,Eye Shadow,Weekly,18.5,2.4,2691,Oily,Unisex,Germany
Magic Lip Liner,Natasha Denona,Setting Spray,Daily,121.94,2.9,395,Sensitive,Male,Japan
Magic Eye Shadow,Kiehl’s,Concealer,Monthly,17.23,4.6,1224,Normal,Male,UK
Ultra Powder,Tatcha,Blush,Daily,107.13,1.1,9576,Oily,Female,South Korea
Perfect Face Oil,RMS Beauty,Eyeliner,Daily,122.43,4.5,6117,Dry,Male,Japan
Magic Lipstick,Milk Makeup,BB Cream,Weekly,36.82,4.5,3790,Oily,Female,Japan
Magic Primer,Bobby Brown,Bronzer,Occasional,35.81,4.4,4686,Oily,Unisex,South Korea
Super Face Mask,ColourPop,Lip Gloss,Daily,100.44,2.1,5949,Sensitive,Male,France
Super Exfoliator,Bite Beauty,Powder,Daily,22.28,4.1,3361,Normal,Unisex,France
Magic Makeup Remover,IT Cosmetics,Blush,Weekly,134.48,4.4,2187,Dry,Female,Italy
Super Lip Gloss,Shiseido,Concealer,Daily,67.64,4.4,7714,Sensitive,Male,Italy
Divine Highlighter,NARS,Serum,Occasional,25.08,1.2,7934,Dry,Unisex,UK
Perfect Eyeliner,Milk Makeup,Eyeliner,Weekly,10.75,1.6,3934,Sensitive,Unisex,South Korea
Magic Serum,Bite Beauty,Makeup Remover,Weekly,99.27,1.7,7304,Normal,Male,Australia
Super Lipstick,Bite Beauty,Makeup Remover,Monthly,105.15,4.9,5940,Dry,Unisex,Japan
Perfect Eye Shadow,Milk Makeup,Foundation,Occasional,18.32,2.4,7000,Oily,Female,Japan
Super Face Oil,Ilia Beauty,Concealer,Daily,26.27,4.7,9423,Sensitive,Unisex,South Korea
Divine Highlighter,Rare Beauty,Cleanser,Weekly,73.46,2.5,7056,Oily,Male,Italy
Perfect Face Mask,Perricone MD,Makeup Remover,Weekly,70.82,4.9,7477,Combination,Female,Germany
Divine BB Cream,Tarte,Cleanser,Occasional,123.17,3.7,8708,Dry,Female,South Korea
Super Blush,Tarte,Contour,Daily,106.93,1.6,5541,Normal,Female,Italy
Perfect Face Mask,Pat McGrath Labs,Mascara,Daily,68.79,2.8,320,Dry,Unisex,Australia
Divine Blush,Patrick Ta,Cleanser,Daily,56.4,4.3,1380,Normal,Male,USA
Divine Setting Spray,Perricone MD,Powder,Daily,12.36,2.6,5280,Combination,Female,Japan
Super Concealer,Sisley,Eyeliner,Weekly,14.55,3.4,6798,Sensitive,Unisex,Italy
Divine Mascara,Sisley,Setting Spray,Daily,81.98,1.1,3352,Sensitive,Male,Italy
Super Eyeliner,Morphe,Lip Gloss,Monthly,114.86,4.4,6019,Oily,Unisex,France
Ultra CC Cream,Perricone MD,Setting Spray,Daily,107.92,2.2,1995,Oily,Male,USA
Perfect Primer,Tarte,Highlighter,Daily,91.69,3.5,1052,Oily,Unisex,USA
Ultra Face Oil,Juvia’s Place,CC Cream,Weekly,108.46,1.1,7004,Normal,Unisex,UK
Perfect Moisturizer,Ilia Beauty,Concealer,Monthly,13.48,3.8,7598,Dry,Female,Australia
Magic Lip Gloss,Bourjois,Serum,Weekly,104.39,1.8,265,Normal,Female,Germany
Magic Primer,Huda Beauty,Foundation,Weekly,143.65,3.5,86,Oily,Unisex,Germany
Divine Setting Spray,E.l.f.,Bronzer,Daily,124.12,4.2,3574,Combination,Female,Germany
Perfect Serum,Patrick Ta,Highlighter,Weekly,113.09,4.9,3571,Dry,Female,Germany
